fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,pec_bov,pec_bub,pec_sui,pec_cap,pec_ovi,pec_gal,pec_total,pec_risco_iminente,pec_risco_pos_deficit,pec_risco_total,cs_ish_urb,area_total_scbc,area_otto,area_scbc_otto,deman_pecuaria,densidade,deman_pecuaria_scbc,deman_pecuaria_otto,perc_deman_pecuaria,cs_ish,ire_cs_pec_eco,
60,77618745,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118",0,"0,001","0,987","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"21,14824693","5,903254563","0,009","0,00014901","2,524200819E-05","2,271780737E-07","0,0001490288163","0,001524582737","0,008",5,Máximo
61,776187163,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,029","0,005","0,005","16,063","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"21,14824693","7,070060083","0,074","0,00014158","2,002528951E-05","1,481871424E-06","0,0001415787968","0,01046667201","0,031",3,Médio
62,7761877,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,959","0,001","0,336","17,16","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.086.063,69","R$ 0,00","R$ 1.086.063,69",3,"21,14824693","1,827402027","1,419","4,86061E-05","2,65984711E-05","3,774323049E-05","4,85954067E-05","0,7765122174","2,33",3,Médio
63,77618741,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 217.212,74","R$ 0,00","R$ 217.212,74",3,"21,14824693","8,876456731","8,493","0,000233833","2,634305637E-05","0,0002237315777","0,0002338473114","0,9568006985","2,87",3,Médio
64,77618717,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,545","0,006","0,389","15,297","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 868.850,95","R$ 0,00","R$ 868.850,95",3,"21,14824693","8,001401319","0,123","0,000219129","2,738632788E-05","3,368518329E-06","0,0002191180093","0,01537230731","0,046",3,Médio
65,77618743,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,176","0,001","0,002","1,245","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"21,14824693","3,878138721","0,035","0,000103076","2,657872949E-05","9,302555322E-07","0,0001030988917","0,009024947924","0,045",5,Máximo
66,77618721,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 108.606,37","R$ 0,00","R$ 108.606,37",3,"21,14824693","7,645517396","0,175","0,000212","2,772866623E-05","4,85251659E-06","0,0002119856533","0,0228892292","0,069",3,Médio
67,7761879,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"21,14824693","5,412990806","0,066","9,96507E-05","1,84095454E-05","1,215029996E-06","9,961405017E-05","0,01219288973","0,037",3,Médio
68,7761875,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,06","0,003","0,354","17,171","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.086.063,69","R$ 0,00","R$ 1.086.063,69",3,"21,14824693","7,532201575","7,343","0,000188374","2,500915544E-05","0,0001836422284","0,0001883689588","0,974880973","2,925",3,Médio
69,77618781,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 2.172.127,38","R$ 0,00","R$ 2.172.127,38",3,"21,14824693","12,35846499","0,888","0,000251223","2,032801001E-05","1,805127289E-05","0,0002512135477","0,07185358382","0,216",3,Médio
70,7761873,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,395","0,002","0,378","15,803","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 868.850,95","R$ 0,00","R$ 868.850,95",3,"21,14824693","1,554857374","1,486","4,24878E-05","2,73258504E-05","4,06062137E-05","4,249169738E-05","0,9557146687","2,867",3,Médio
71,77618746,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,03",0,0,"1,037","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"21,14824693","7,190958538","0,002","0,00017854","2,48284007E-05","4,96568014E-08","0,0001785410294","0,0002781270382","0,001",5,Máximo
72,776187421,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 434.425,48","R$ 0,00","R$ 434.425,48",3,"21,14824693","8,596874443","0,298","0,000189349","2,20253304E-05","6,563548459E-06","0,0001893297401","0,03466376088","0,104",3,Médio
73,77618747,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,064","0,001","0,001","0,892","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"39,08970393","15,41486453","0,091","0,000340911","2,211573117E-05","2,012531537E-06","0,0003408918803","0,005903392782","0,03",5,Máximo
74,77618745,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118",0,"0,001","0,987","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"39,08970393","5,903254563","0,427","0,00014901","2,524200819E-05","1,07783375E-05","0,0001490288163","0,07233298098","0,362",5,Máximo
75,776187163,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,029","0,005","0,005","16,063","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"39,08970393","7,070060083","0,249","0,00014158","2,002528951E-05","4,986297087E-06","0,0001415787968","0,03521893691","0,106",3,Médio
76,77618741,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 217.212,74","R$ 0,00","R$ 217.212,74",3,"39,08970393","8,876456731","0,001","0,000233833","2,634305637E-05","2,634305637E-08","0,0002338473114","0,0001126575649",0,3,Médio
77,77618636,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,055","0,006","0,006","10,877","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 434.425,48","R$ 0,00","R$ 434.425,48",3,"39,08970393","13,34744771","0,006","0,000252496","1,891717469E-05","1,135030481E-07","0,0002524875306","0,0004495241435","0,001",3,Médio
78,77618743,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,176","0,001","0,002","1,245","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"39,08970393","3,878138721","1,953","0,000103076","2,657872949E-05","5,19082587E-05","0,0001030988917","0,5035920942","2,518",5,Máximo
79,77618744,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,042",0,0,"0,767","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"39,08970393","10,0836146","9,957","0,000231454","2,295347543E-05","0,0002285477549","0,0002314628463","0,9874435304","4,937",5,Máximo
80,77618673,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,148","0,002","0,093","8,094","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 217.212,74","R$ 0,00","R$ 217.212,74",3,"39,08970393","6,515809554","0,008","0,00011789","1,809291678E-05","1,447433342E-07","0,0001178934457","0,001227782969","0,004",3,Médio
81,776187422,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,033","0,004","0,004","13,465","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 651.638,21","R$ 0,00","R$ 651.638,21",3,"39,08970393","7,973408461","7,678","0,000155066","1,944789368E-05","0,0001493209277","0,0001550775042","0,9629507929","2,889",3,Médio
82,776187423,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,046","0,001","0,001","2,052","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"39,08970393","11,1861034","10,448","0,000265697","2,375241766E-05","0,0002481652598","0,000265694544","0,9340160399","4,67",5,Máximo
83,77618691,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,681","0,019","0,087","12,828","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 543.031,85","R$ 0,00","R$ 543.031,85",3,"39,08970393","9,09069752","0,007","8,4147E-05","9,256385422E-06","6,479469795E-08","8,414979987E-05","0,0007700179205","0,002",3,Médio
84,77618672,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,022","0,002","0,002","8,971","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 325.819,11","R$ 0,00","R$ 325.819,11",3,"39,08970393","5,213329238","0,007","9,83232E-05","1,885996366E-05","1,320197457E-07","9,833585055E-05","0,001342712052","0,004",3,Médio
85,77618693,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,603","0,002","0,069","11,366","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 434.425,48","R$ 0,00","R$ 434.425,48",3,"39,08970393","8,607971012","0,023","8,34043E-05","9,689193874E-06","2,228514591E-07","8,340458087E-05","0,002671942083","0,008",3,Médio
86,776187421,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 434.425,48","R$ 0,00","R$ 434.425,48",3,"39,08970393","8,596874443","8,236","0,000189349","2,20253304E-05","0,0001814006212","0,0001893297401","0,9580225993","2,874",3,Médio
87,7761881,320010205000019,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,719",0,"0,139","19,321","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.303.276,43","R$ 0,00","R$ 1.303.276,43",3,"0,2394148667","5,879590608","0,145","0,000137184","2,333223674E-05","3,383174327E-06","0,000137193552","0,024661581","0,074",3,Médio
88,7761891,320010205000019,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 760.244,58","R$ 0,00","R$ 760.244,58",3,"0,2394148667","14,185514","0,095","0,000372079","2,622950427E-05","2,491802905E-06","0,000372065518","0,0066969727","0,02",3,Médio
89,7761879,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,8135452799","5,412990806","0,023","9,96507E-05","1,84095454E-05","4,234195442E-07","9,961405017E-05","0,00424903733","0,013",3,Médio
90,7761881,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,719",0,"0,139","19,321","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.303.276,43","R$ 0,00","R$ 1.303.276,43",3,"0,8135452799","5,879590608","0,078","0,000137184","2,333223674E-05","1,819914466E-06","0,000137193552","0,01326622978","0,04",3,Médio
91,7761891,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 760.244,58","R$ 0,00","R$ 760.244,58",3,"0,8135452799","14,185514","0,713","0,000372079","2,622950427E-05","1,870163654E-05","0,000372065518","0,05026254248","0,151",3,Médio
92,7761879,320010205000021,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,04881031388","5,412990806","0,049","9,96507E-05","1,84095454E-05","9,020677247E-07","9,961405017E-05","0,00905229692","0,027",3,Médio
93,7761846,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,121","0,018","0,018","15,009","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 868.850,95","R$ 0,00","R$ 868.850,95",3,"19,02678962","29,28586492","0,379","0,000637328","2,176230758E-05","8,247914571E-06","0,000637352702","0,01294139685","0,039",3,Médio
94,77618723,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,048","0,003","0,003","5,412","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 108.606,37","R$ 0,00","R$ 108.606,37",3,"19,02678962","11,54897345","0,133","0,000182073","1,57652973E-05","2,096784541E-06","0,0001820734186","0,01151617506","0,035",3,Médio
95,77618783,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,07","0,018","0,018","26,064","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 2.497.946,49","R$ 0,00","R$ 2.497.946,49",3,"19,02678962","16,87727887","8,327","0,000362917","2,15032887E-05","0,000179057885","0,0003629325067","0,4933852231","1,48",3,Médio
96,77618781,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 2.172.127,38","R$ 0,00","R$ 2.172.127,38",3,"19,02678962","12,35846499","4,055","0,000251223","2,032801001E-05","8,243008058E-05","0,0002512135477","0,3281151829","0,984",3,Médio
97,77618782,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,026","0,01","0,01","39,673","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 5.647.531,19","R$ 0,00","R$ 5.647.531,19",3,"19,02678962","6,176753509","5,992","0,000137297","2,222801991E-05","0,0001331902953","0,000137302479","0,9700888972","2,91",3,Médio
98,77617296,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,021","0,001","0,001","3,852","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"19,02678962","19,73185058","0,14","0,000381349","1,932657043E-05","2,705719861E-06","0,0003813132346","0,007095127719","0,035",5,Máximo
99,7761879,320010205000023,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,1956679475","5,412990806","0,196","9,96507E-05","1,84095454E-05","3,608270899E-06","9,961405017E-05","0,03620918768","0,109",3,Médio
100,7761879,320010205000024,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,02068945129","5,412990806","0,021","9,96507E-05","1,84095454E-05","3,866004534E-07","9,961405017E-05","0,003879555823","0,012",3,Médio
101,7761877,320010205000025,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,959","0,001","0,336","17,16","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.086.063,69","R$ 0,00","R$ 1.086.063,69",3,"0,1758891781","1,827402027","0,099","4,86061E-05","2,65984711E-05","2,633248639E-06","4,85954067E-05","0,05417527098","0,163",3,Médio
102,7761879,320010205000025,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,1758891781","5,412990806","0,076","9,96507E-05","1,84095454E-05","1,399125451E-06","9,961405017E-05","0,01404029726","0,042",3,Médio
103,7761877,320010205000026,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,959","0,001","0,336","17,16","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.086.063,69","R$ 0,00","R$ 1.086.063,69",3,"0,08915054086","1,827402027","0,051","4,86061E-05","2,65984711E-05","1,356522026E-06","4,85954067E-05","0,02790847293","0,084",3,Médio
104,7761879,320010205000026,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,08915054086","5,412990806","0,038","9,96507E-05","1,84095454E-05","6,995627253E-07","9,961405017E-05","0,007020148632","0,021",3,Médio
105,7761879,320010205000027,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,03633283202","5,412990806","0,036","9,96507E-05","1,84095454E-05","6,627436344E-07","9,961405017E-05","0,006650667125","0,02",3,Médio
106,7761879,320010205000028,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 977.457,32","R$ 0,00","R$ 977.457,32",3,"0,03540613285","5,412990806","0,035","9,96507E-05","1,84095454E-05","6,44334089E-07","9,961405017E-05","0,006465926371","0,019",3,Médio
107,7761875,320010205000030,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"2,06","0,003","0,354","17,171","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.086.063,69","R$ 0,00","R$ 1.086.063,69",3,"0,5353612754","7,532201575","0,002","0,000188374","2,500915544E-05","5,001831088E-08","0,0001883689588","0,0002655266166","0,001",3,Médio
108,77618781,320010205000030,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,147","0,008","0,036","24,511","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 2.172.127,38","R$ 0,00","R$ 2.172.127,38",3,"0,5353612754","12,35846499","0,534","0,000251223","2,032801001E-05","1,085515734E-05","0,0002512135477","0,04320924973","0,13",3,Médio
109,7761876,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,071","0,014","0,014","20,243","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 1.520.489,17","R$ 0,00","R$ 1.520.489,17",3,"18,16757463","17,03928558","0,932","0,000450175","2,641982834E-05","2,462328001E-05","0,000450167455","0,05469712892","0,164",3,Médio
110,7761885,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,415","0,014","0,104","25,186","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 2.280.733,75","R$ 0,00","R$ 2.280.733,75",3,"18,16757463","14,70934397","0,032","0,000288725","1,962867961E-05","6,281177474E-07","0,0002887575057","0,002175487912","0,007",3,Médio
111,7761882,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,043","0,002","0,002","3,613","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 0,00","R$ 0,00","R$ 0,00",5,"18,16757463","10,30969875","0,05","0,000253114","2,455105684E-05","1,227552842E-06","0,000253121396","0,004849802231","0,024",5,Máximo
112,77618721,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","R$ 107.694.967,49","R$ 22.160,00","R$ 509.031,01","R$ 354.442,08","R$ 25.041,60","R$ 726,88","R$ 108.606.369,07","R$ 108.606,37","R$ 0,00","R$ 108.606,37",3,"18,16757463","7,645517396","0,109","0,000212","2,772866623E-05","3,022424619E-06","0,0002119856533","0,0142567199","0,043",3,Médio
