fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,irri_arroz,irri_cafe,irri_cana,irri_oc,irri_total,irri_arroz_risco_iminente,irri_arroz_risco_pos_deficit,irri_arroz_risco_total,irri_cafe_risco_iminente,irri_cafe_risco_pos_deficit,irri_cafe_risco_total,irri_cana_risco_iminente,irri_cana_risco_pos_deficit,irri_cana_risco_total,irri_oc_risco_iminente,irri_oc_risco_pos_deficit,irri_oc_risco_total,irri_total_risco_iminente,irri_total_risco_pos_deficit,irri_total_risco_total,cs_ish,area_scbc,area_otto,area_scbc,deman_agri,densidade,deman_agri_scbc,deman_agri_otto,perc_scbc,irri_risco_scbc,cs_ish_scbc,irri_scbc,ire_cs_irri_eco,,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Valor da produção irrigada do município  (1000 R$),Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Arroz) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Café) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Cana) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$)  em risco total., Valor de produção irrigada (1000 R$) em risco iminente, Valor de produção irrigada (1000 R$) em risco pós-déficit., Valor de produção irrigada (1000 R$) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à produção irrigada,Área total do setor censitário (km²),Área total da ottobacia (km²),Área do setor censitário interno à ottobacia (km²),Demanda agrícola por BHO (m³/s) (tabela balanços  2020),Densidade da demanda agricola na BHO (m³/s . km²) (tabela balanços 2020),Demanda agricola estimada da porção do setor cencitário interno à ottobacia (m³/s),Demanda agricola estimada para a ottobacia (m³/s),Percentual da demanda agricola na porção do setor cencitário que está na ottobacia em relação à demanda agricola total da ottobacia, Valor de produção irrigada (mil R$) em risco da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica associado à agricultura irrigada da porção do setor censitário interno a cada ottobacia., Valor de produção irrigada (mil R$) por setor cencitário,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua demanda,,Produção por Ottobacia (R$)
36,7761842,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,038","0,003","0,003","7,136","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 227,35","R$ 0,00","R$ 227,35","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2,74","R$ 0,00","R$ 2,74","R$ 230,09","R$ 0,00","R$ 230,09",3,"28,93147498","9,169406532","0,426","0,002651","0,0002891135856","0,0001231623875","0,00265117158","0,04645884099","R$ 10,69","0,139",,3,Médio,1
37,7761846,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,121","0,018","0,018","15,009","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 909,41","R$ 0,00","R$ 909,41","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10,96","R$ 0,00","R$ 10,96","R$ 920,38","R$ 0,00","R$ 920,38",3,"28,93147498","29,28586492","0,48","0,019003","0,0006488795892","0,0003114622028","0,01900373653","0,0163901596","R$ 15,09","0,049",,3,Médio,1
38,77618723,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,048","0,003","0,003","5,412","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 113,68","R$ 0,00","R$ 113,68","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,37","R$ 0,00","R$ 1,37","R$ 115,05","R$ 0,00","R$ 115,05",3,"28,93147498","11,54897345","11,412","0,002521","0,0002182877994","0,002491100367","0,002521005796","0,9881397727","R$ 113,68","2,964",,3,Médio,1
39,77618717,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,545","0,006","0,389","15,297","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 909,41","R$ 0,00","R$ 909,41","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10,96","R$ 0,00","R$ 10,96","R$ 920,38","R$ 0,00","R$ 920,38",3,"28,93147498","8,001401319","0,011","0,00634","0,0007923612061","8,715973268E-06","0,00633968201","0,00137475919","R$ 1,27","0,004",,3,Médio,1
40,77618721,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 113,68","R$ 0,00","R$ 113,68","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,37","R$ 0,00","R$ 1,37","R$ 115,05","R$ 0,00","R$ 115,05",3,"28,93147498","7,645517396","7,273","0,001783","0,0002332085466","0,001696125759","0,001782879339","0,9512763654","R$ 109,44","2,854",,3,Médio,1
41,77618722,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,038",0,0,"0,796","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"28,93147498","9,117857331","8,83",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
42,7761875,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,06","0,003","0,354","17,171","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.136,77","R$ 0,00","R$ 1.136,77","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13,70","R$ 0,00","R$ 13,70","R$ 1.150,47","R$ 0,00","R$ 1.150,47",3,"28,93147498","7,532201575","0,115","0,003438","0,000456440254","5,249062921E-05","0,003437907993","0,01526778046","R$ 17,57","0,046",,3,Médio,1
43,77618712,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,031",0,0,"0,859","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"28,93147498","7,364809749","0,181",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
44,77618781,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.273,53","R$ 0,00","R$ 2.273,53","R$ 0,00","R$ 0,00","R$ 0,00","R$ 27,41","R$ 0,00","R$ 27,41","R$ 2.300,94","R$ 0,00","R$ 2.300,94",3,"28,93147498","12,35846499","0,063","0,007862","0,0006361631486","4,007827836E-05","0,00786170419","0,005097720473","R$ 11,73","0,015",,3,Médio,1
45,77618782,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,026","0,01","0,01","39,673","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.911,19","R$ 0,00","R$ 5.911,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 71,26","R$ 0,00","R$ 71,26","R$ 5.982,44","R$ 0,00","R$ 5.982,44",3,"28,93147498","6,176753509","0,131","0,010894","0,001763709687","0,000231045969","0,01089443474","0,02120855233","R$ 126,88","0,064",,3,Médio,1
46,7761873,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,395","0,002","0,378","15,803","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 909,41","R$ 0,00","R$ 909,41","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10,96","R$ 0,00","R$ 10,96","R$ 920,38","R$ 0,00","R$ 920,38",3,"28,93147498","1,554857374","0,008","0,001604","0,001031605874","8,252846991E-06","0,001604147134","0,005145166453","R$ 4,74","0,015",,3,Médio,1
47,7761876,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,071","0,014","0,014","20,243","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.591,47","R$ 0,00","R$ 1.591,47","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,18","R$ 0,00","R$ 19,18","R$ 1.610,66","R$ 0,00","R$ 1.610,66",3,"30,21045933","17,03928558","0,291","0,015232","0,0008939341928","0,0002601348501","0,01523174471","0,01707818081","R$ 27,51","0,051",,3,Médio,1
48,77618747,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,064","0,001","0,001","0,892","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"30,21045933","15,41486453","14,547",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
49,77618745,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118",0,"0,001","0,987","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"30,21045933","5,903254563","5,468",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
50,7761892,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,083","0,005","0,005","6,633","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 113,68","R$ 0,00","R$ 113,68","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,37","R$ 0,00","R$ 1,37","R$ 115,05","R$ 0,00","R$ 115,05",3,"30,21045933","19,94445926","0,042","0,005317","0,0002665903312","1,119679391E-05","0,005317144156","0,002105848018","R$ 0,24","0,006",,3,Médio,1
51,77618741,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 227,35","R$ 0,00","R$ 227,35","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2,74","R$ 0,00","R$ 2,74","R$ 230,09","R$ 0,00","R$ 230,09",3,"30,21045933","8,876456731","0,305","0,00833","0,0009384375154","0,0002862234422","0,008330509824","0,03436055729","R$ 7,91","0,103",,3,Médio,1
52,77618743,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,176","0,001","0,002","1,245","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"30,21045933","3,878138721","1,891","0,000513","0,000132279951","0,0002501413873","0,0005131139299","0,4876050436","R$ 0,00","2,438",,"5,001",Máximo,1
53,77618744,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,042",0,0,"0,767","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"30,21045933","10,0836146","0,127",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
54,77618694,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,072","0,045","0,045","62,88","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15.005,32","R$ 0,00","R$ 15.005,32","R$ 0,00","R$ 0,00","R$ 0,00","R$ 180,88","R$ 0,00","R$ 180,88","R$ 15.186,20","R$ 0,00","R$ 15.186,20",2,"30,21045933","17,35419788",0,"0,046859","0,002700153607",0,"0,04685846569",0,"R$ 0,00",0,,2,Baixo,1
55,776187423,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,046","0,001","0,001","2,052","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"30,21045933","11,1861034","0,399","0,00056","5,006211546E-05","1,997478407E-05","0,0005599948236","0,03566925727","R$ 0,00","0,178",,5,Máximo,1
56,77618693,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,603","0,002","0,069","11,366","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 454,71","R$ 0,00","R$ 454,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5,48","R$ 0,00","R$ 5,48","R$ 460,19","R$ 0,00","R$ 460,19",3,"30,21045933","8,607971012","0,022","0,00152","0,0001765805203","3,884771447E-06","0,001520005119","0,002555770689","R$ 1,18","0,008",,3,Médio,1
57,77618746,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,03",0,0,"1,037","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"30,21045933","7,190958538","7,117",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
58,776187421,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 454,71","R$ 0,00","R$ 454,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5,48","R$ 0,00","R$ 5,48","R$ 460,19","R$ 0,00","R$ 460,19",3,"30,21045933","8,596874443","0,002","0,007913","0,0009204508048","1,84090161E-06","0,007912195118","0,0002326426905","R$ 0,11","0,001",,3,Médio,1
59,7761876,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,071","0,014","0,014","20,243","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.591,47","R$ 0,00","R$ 1.591,47","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19,18","R$ 0,00","R$ 19,18","R$ 1.610,66","R$ 0,00","R$ 1.610,66",3,"21,14824693","17,03928558","0,737","0,015232","0,0008939341928","0,0006588295001","0,01523174471","0,04325298714","R$ 69,67","0,13",,3,Médio,1
60,77618745,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118",0,"0,001","0,987","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"21,14824693","5,903254563","0,009",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
61,776187163,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,029","0,005","0,005","16,063","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.023,09","R$ 0,00","R$ 1.023,09","R$ 0,00","R$ 0,00","R$ 0,00","R$ 12,33","R$ 0,00","R$ 12,33","R$ 1.035,42","R$ 0,00","R$ 1.035,42",3,"21,14824693","7,070060083","0,074","0,004882","0,0006905174698","5,109829277E-05","0,004881958512","0,01046667201","R$ 10,84","0,031",,3,Médio,1
62,7761877,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,959","0,001","0,336","17,16","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.136,77","R$ 0,00","R$ 1.136,77","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13,70","R$ 0,00","R$ 13,70","R$ 1.150,47","R$ 0,00","R$ 1.150,47",3,"21,14824693","1,827402027","1,419","0,001051","0,0005751334323","0,0008161143404","0,001050768781","0,7765122174","R$ 893,35","2,33",,"2,999",Médio,1
63,77618741,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 227,35","R$ 0,00","R$ 227,35","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2,74","R$ 0,00","R$ 2,74","R$ 230,09","R$ 0,00","R$ 230,09",3,"21,14824693","8,876456731","8,493","0,00833","0,0009384375154","0,007970149818","0,008330509824","0,9568006985","R$ 220,15","2,87",,3,Médio,1
64,77618717,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,545","0,006","0,389","15,297","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 909,41","R$ 0,00","R$ 909,41","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10,96","R$ 0,00","R$ 10,96","R$ 920,38","R$ 0,00","R$ 920,38",3,"21,14824693","8,001401319","0,123","0,00634","0,0007923612061","9,746042836E-05","0,00633968201","0,01537230731","R$ 14,15","0,046",,3,Médio,1
65,77618743,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,176","0,001","0,002","1,245","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"21,14824693","3,878138721","0,035","0,000513","0,000132279951","4,629798285E-06","0,0005131139299","0,009024947924","R$ 0,00","0,045",,"5,001",Máximo,1
66,77618721,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 113,68","R$ 0,00","R$ 113,68","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1,37","R$ 0,00","R$ 1,37","R$ 115,05","R$ 0,00","R$ 115,05",3,"21,14824693","7,645517396","0,175","0,001783","0,0002332085466","4,081149566E-05","0,001782879339","0,0228892292","R$ 2,63","0,069",,3,Médio,1
67,7761879,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,804","0,003","0,299","16,575","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.023,09","R$ 0,00","R$ 1.023,09","R$ 0,00","R$ 0,00","R$ 0,00","R$ 12,33","R$ 0,00","R$ 12,33","R$ 1.035,42","R$ 0,00","R$ 1.035,42",3,"21,14824693","5,412990806","0,066","0,002484","0,0004588960316","3,028713809E-05","0,002483086427","0,01219288973","R$ 12,62","0,037",,"2,999",Médio,1
68,7761875,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,06","0,003","0,354","17,171","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.136,77","R$ 0,00","R$ 1.136,77","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13,70","R$ 0,00","R$ 13,70","R$ 1.150,47","R$ 0,00","R$ 1.150,47",3,"21,14824693","7,532201575","7,343","0,003438","0,000456440254","0,003351640785","0,003437907993","0,974880973","R$ 1.121,57","2,925",,3,Médio,1
69,77618781,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.273,53","R$ 0,00","R$ 2.273,53","R$ 0,00","R$ 0,00","R$ 0,00","R$ 27,41","R$ 0,00","R$ 27,41","R$ 2.300,94","R$ 0,00","R$ 2.300,94",3,"21,14824693","12,35846499","0,888","0,007862","0,0006361631486","0,000564912876","0,00786170419","0,07185358382","R$ 165,33","0,216",,3,Médio,1
70,7761873,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,395","0,002","0,378","15,803","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 909,41","R$ 0,00","R$ 909,41","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10,96","R$ 0,00","R$ 10,96","R$ 920,38","R$ 0,00","R$ 920,38",3,"21,14824693","1,554857374","1,486","0,001604","0,001031605874","0,001532966329","0,001604147134","0,9557146687","R$ 879,62","2,867",,3,Médio,1
71,77618746,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,03",0,0,"1,037","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"21,14824693","7,190958538","0,002",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
72,776187421,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 454,71","R$ 0,00","R$ 454,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5,48","R$ 0,00","R$ 5,48","R$ 460,19","R$ 0,00","R$ 460,19",3,"21,14824693","8,596874443","0,298","0,007913","0,0009204508048","0,0002742943398","0,007912195118","0,03466376088","R$ 15,95","0,104",,3,Médio,1
73,77618747,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,064","0,001","0,001","0,892","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"39,08970393","15,41486453","0,091",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
74,77618745,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118",0,"0,001","0,987","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"39,08970393","5,903254563","0,427",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
75,776187163,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,029","0,005","0,005","16,063","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.023,09","R$ 0,00","R$ 1.023,09","R$ 0,00","R$ 0,00","R$ 0,00","R$ 12,33","R$ 0,00","R$ 12,33","R$ 1.035,42","R$ 0,00","R$ 1.035,42",3,"39,08970393","7,070060083","0,249","0,004882","0,0006905174698","0,00017193885","0,004881958512","0,03521893691","R$ 36,47","0,106",,3,Médio,1
76,77618741,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 227,35","R$ 0,00","R$ 227,35","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2,74","R$ 0,00","R$ 2,74","R$ 230,09","R$ 0,00","R$ 230,09",3,"39,08970393","8,876456731","0,001","0,00833","0,0009384375154","9,384375154E-07","0,008330509824","0,0001126575649","R$ 0,03",0,,3,Médio,1
77,77618636,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,055","0,006","0,006","10,877","R$ 0,00","R$ 113.676,68","R$ 0,00","R$ 1.370,30","R$ 115.046,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 454,71","R$ 0,00","R$ 454,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5,48","R$ 0,00","R$ 5,48","R$ 460,19","R$ 0,00","R$ 460,19",3,"39,08970393","13,34744771","0,006","0,006211","0,0004653324092","2,791994455E-06","0,006210791666","0,0004495241435","R$ 0,21","0,001",,3,Médio,1
